favorites,retweets,tweet_id
0,4500,815745968457060357
10453,2472,815736392542261248
8726,1791,815639385530101762
10999,4150,815390420867969024
8120,1407,814986499976527872
11972,2953,814638523311648768
0,6314,814578408554463233
9200,2024,814530161257443328
30585,9456,814153002265309185
0,3478,813944609378369540
9882,2045,813910438903693312
38664,15274,813812741911748608
8873,1918,813800681631023104
19850,7963,813217897535406080
9766,1960,813202720496779264
21082,4760,813187593374461952
9916,2084,813172488309972993
8260,2417,813157409116065792
8969,2568,813142292504645637
4755,485,813130366689148928
12614,3410,813127251579564032
10986,3004,813112105746448384
11204,3922,813096984823349248
10505,3020,813081950185472002
8469,2115,813066809284972545
22293,7992,813051746834595840
8074,2087,812781120811126785
7047,1556,812709060537683968
6466,1328,812503143955202048
8493,2104,812466873996607488
14572,4003,812372279581671427
7725,1536,811985624773361665
8036,1749,811744202451197953
5938,809,811647686436880384
13611,3401,811627233043480576
22259,6972,811386762094317568
5671,1561,810984652412424192
9626,1954,810896069567610880
11674,2890,810657578271330305
37715,12431,810284430598270976
15629,3660,810254108431155201
16480,4268,809920764300447744
0,5341,809808892968534016
7378,1603,809448704142938112
21219,6132,809220051211603969
14065,3826,809084759137812480
10763,3320,808838249661788160
8423,2369,808733504066486276
12007,2840,808501579447930884
45270,22666,808344865868283904
0,6495,808134635716833280
9315,2400,808106460588765185
13386,3863,808001312164028416
15509,4012,807621403335917568
126566,60701,807106840509214720
0,7999,807059379405148160
13901,4184,807010152071229440
80071,38051,806629075125202948
0,6026,806620845233815552
5167,2097,806576416489959424
10883,2578,806542213899489280
0,12742,806242860592926720
6847,1302,806219024703037440
0,5882,805958939288408065
8809,2088,805932879469572096
7014,2000,805826884734976000
0,8785,805823200554876929
6118,1798,805520635690676224
9336,2769,805487436403003392
8312,1863,805207613751304193
14632,4201,804738756058218496
6542,2196,804475857670639616
0,3526,804413760345620481
47562,17732,804026241225523202
10707,3028,803773340896923648
0,8127,803692223237865472
11700,4514,803638050916102144
8268,2025,803380650405482500
0,5800,803321560782307329
10689,2694,803276597545603072
9632,2198,802952499103731712
0,3197,802624713319034886
7586,1608,802600418706604034
9529,2734,802572683846291456
17312,6363,802323869084381190
7041,1491,802265048156610565
9673,2848,802239329049477120
0,290,802185808107208704
8225,1866,801958328846974976
1878,256,801854953262350336
8742,2243,801538201127157760
6454,913,801285448605831168
26139,6495,801167903437357056
0,4334,801127390143516673
8621,2283,801115127852503040
735,104,800859414831898624
0,1777,800855607700029440
11203,3031,800751577355128832
14019,3286,800513324630806528
10097,2356,800459316964663297
0,4716,800443802682937345
11891,3073,800388270626521089
0,4313,800188575492947969
16341,2805,800141422401830912
30298,14394,800018252395122689
0,5113,799774291445383169
8973,2362,799757965289017345
8583,2093,799422933579902976
0,6031,799308762079035393
10579,3027,799297110730567681
8621,2695,799063482566066176
14040,4890,798933969379225600
7944,1564,798925684722855936
0,7210,798705661114773508
0,8534,798701998996647937
0,7113,798697898615730177
0,5425,798694562394996736
0,2535,798686750113755136
0,5162,798682547630837760
0,6051,798673117451325440
0,4253,798665375516884993
0,2026,798644042770751489
0,2150,798628517273620480
0,6238,798585098161549313
0,6393,798576900688019456
0,3668,798340744599797760
11071,2795,798209839306514432
12429,3433,797971864723324932
15479,5304,797545162159308800
21315,7249,797236660651966464
246,29,797165961484890113
0,9703,796904159865868288
8182,2084,796865951799083009
12662,3349,796759840936919040
0,7978,796563435802726400
8087,1928,796484825502875648
11741,4561,796387464403357696
0,15669,796177847564038144
34511,15669,796149749086875649
5277,1954,796125600683540480
9711,2647,796116448414461957
9032,2535,796080075804475393
11542,4022,796031486298386433
53169,26053,795464331001561088
10767,3141,795400264262053889
17330,5945,795076730285391872
0,3689,794983741416415232
10975,2520,794926597468000259
0,11247,794355576146903043
10227,2901,794332329137291264
9825,3621,794205286408003585
17942,5341,793962221541933056
9829,2052,793845145112371200
0,3417,793614319594401792
8511,1784,793601777308463104
11411,2602,793500921481273345
26258,10068,793286476301799424
9232,2591,793271401113350145
21339,9127,793256262322548741
11230,3583,793241302385262592
10496,3128,793226087023144960
9535,3074,793210959003287553
16314,6153,793195938047070209
7401,2181,793180763617361921
10041,3041,793165685325201412
6589,1869,793150605191548928
6908,2729,793135492858580992
13542,4278,793120401413079041
15307,4386,792913359805018113
12073,4681,792883833364439040
7835,1834,792773781206999040
14354,4689,792394556390137856
7657,1973,792050063153438720
0,22980,791821351946420224
0,10523,791784077045166082
0,4161,791780927877898241
48203,24278,791774931465953280
12546,3417,791672322847637504
14004,4500,791406955684368384
9390,2776,791312159183634433
0,4492,791026214425268224
10554,2338,790987426131050500
17725,5130,790946055508652032
0,2533,790723298204217344
8743,2085,790698755171364864
22049,7856,790581949425475584
8347,2040,790337589677002753
13387,3478,790277117346975746
0,3906,790227638568808452
9856,2533,789986466051088384
0,4512,789960241177853952
11090,4508,789903600034189313
8012,1948,789628658055020548
7220,2117,789599242079838210
12538,3689,789530877013393408
9190,2517,789314372632018944
0,5399,789280767834746880
9731,2819,789268448748703744
10353,3055,789137962068021249
29246,13524,788908386943430656
29261,11247,788765914992902144
0,7863,788552643979468800
16640,5783,788412144018661376
7707,2307,788178268662984705
6552,1424,788150585577050112
0,3734,788070120937619456
6554,1444,788039637453406209
9250,3337,787810552592695296
10902,3036,787717603741622272
11568,3095,787397959788929025
8309,1907,787322443945877504
0,7333,787111942498508800
28340,8705,786963064373534720
0,2629,786729988674449408
19368,6648,786709082849828864
11370,2787,786664955043049472
10039,3373,786595970293370880
11611,3815,786363235746385920
8480,3115,786286427768250368
16305,5202,786233965241827333
1535,168,786051337297522688
0,7698,786036967502913536
12106,3452,785927819176054784
7114,1986,785872687017132033
8322,2419,785639753186217984
9698,2185,785533386513321988
6499,1370,785515384317313025
7738,1780,785264754247995392
12882,5294,785170936622350336
10791,3526,784826020293709826
9544,2765,784517518371221505
6060,1395,784431430411685888
21420,8785,784183165795655680
31812,12129,784057939640352768
31975,11771,783839966405230592
7826,2129,783821107061198850
11122,3515,783695101801398276
8991,2454,783466772167098368
17941,5988,783391753726550016
0,6094,783347506784731136
31078,12742,783334639985389568
8648,2415,783085703974514689
25660,7999,782969140009107456
7933,1516,782747134529531904
18391,5882,782722598790725632
8273,2037,782598640137187329
17725,6064,782305867769217024
0,6782,782021823840026624
11817,3660,781955203444699136
11100,2948,781661882474196992
4256,1217,781655249211752448
22059,6026,781524693396357120
7570,2767,781308096455073793
8966,2284,781251288990355457
10378,2975,781163403222056960
22994,7978,780931614150983680
7653,2179,780858289093574656
5848,1414,780800785462489090
12846,3623,780601303617732608
6698,1877,780543529827336192
0,4032,780496263422808064
0,126,780476555013349377
5620,1162,780459368902959104
9255,2428,780192070812196864
0,2500,780092040432480260
13009,5421,780074436359819264
20147,7698,779834332596887552
9366,3381,779377524342161408
0,19986,779124354206535695
12535,3959,779123168116150273
15713,4913,779056095788752897
21250,7883,778990705243029504
0,10829,778774459159379968
912,399,778764940568104960
7331,1443,778748913645780993
6114,1621,778650543019483137
4933,1095,778624900596654080
14499,4717,778408200802557953
0,13287,778396591732486144
6203,1201,778383385161035776
11034,3581,778286810187399168
8991,2854,778039087836069888
6951,1759,778027034220126208
0,3822,777953400541634568
6757,1780,777885040357281792
11910,3197,777684233540206592
0,4605,777641927919427584
9302,2697,777621514455814149
15211,4690,777189768882946048
0,14911,776819012571455488
5174,1315,776813020089548800
9379,3025,776477788987613185
0,9911,776249906839351296
31830,17305,776218204058357768
10182,2729,776201521193218049
12449,4716,776113305656188928
1937,165,776088319444877312
0,17806,775898661951791106
12428,2895,775842724423557120
14679,4334,775733305207554048
13697,4952,775729183532220416
7871,3223,775364825476165632
10760,4228,775350846108426240
16472,5113,775085132600442880
9061,1915,774757898236878852
7118,1871,774639387460112384
23067,6031,774314403806253056
11375,4193,773985732834758656
6774,1873,773922284943896577
6985,1756,773704687002451968
5635,1399,773670353721753600
23409,6674,773547596996571136
0,5510,773336787167145985
24629,8078,773308824254029826
9973,3481,773247561583001600
10580,4445,773191612633579521
9078,4189,772877495989305348
8462,2525,772826264096874500
0,3648,772615324260794368
6858,1823,772581559778025472
6368,1497,772193107915964416
4002,1210,772152991789019136
3974,796,772117678702071809
2876,511,772114945936949249
4239,1003,772102971039580160
6963,2049,771908950375665664
12695,3668,771770456517009408
8765,2840,771500966810099713
11137,5510,771380798096281600
0,8170,771171053431250945
9709,3173,771136648247640064
6602,1554,771102124360998913
7273,1789,771014301343748096
0,236,771004394259247104
5237,1316,770787852854652928
5488,1527,770772759874076672
7741,1882,770655142660169732
6655,2231,770414278348247044
6600,1607,770293558247038976
0,3276,770093767776997377
8023,2486,770069151037685760
33248,10416,769940425801170949
6751,1787,769695466921623552
0,8291,769335591808995329
5710,1846,769212283578875904
15241,7062,768970937022709760
0,2913,768909767477751808
4434,959,768855141948723200
4347,1306,768609597686943744
5300,1378,768596291618299904
0,6287,768554158521745409
14408,3701,768473857036525572
11529,3822,768193404517830656
5020,1513,767884188863397888
16928,5800,767754930266464257
7898,2518,767500508068192258
12961,4105,767191397493538821
10709,3069,767122157629476866
0,6089,766864461642756096
5358,1465,766793450729734144
2756,419,766714921925144576
4252,851,766693177336135680
6357,1721,766423258543644672
7165,2029,766313316352462849
0,2805,766078092750233600
4512,925,766069199026450432
3959,532,766008592277377025
7649,2314,765719909049503744
5486,1314,765669560888528897
27925,3662,765395769549590528
7492,2331,765371061932261376
12270,3648,765222098633691136
6787,1906,764857477905154048
6383,1633,764259802650378240
784,58,763956972077010945
13304,4492,763837565564780549
5699,1583,763183847194451968
0,3249,763167063695355904
7767,2458,763103485927849985
12836,3906,762699858130116608
11902,6973,762471784394268675
10882,4512,762464539388485633
5084,1212,762316489655476224
33760,16804,762035686371364864
5694,2177,761976711479193600
0,4233,761750502866649088
4482,924,761745352076779520
52325,31251,761672994376806400
4356,1266,761599872357261312
0,19333,761371037149827077
5484,1562,761334018830917632
4710,1181,761292947749015552
5601,1674,761227390836215808
11931,3734,761004547850530816
4030,1047,760893934457552897
6963,2073,760656994973933572
5226,1388,760641137271070720
7992,3903,760539183865880579
4460,1504,760521673607086080
28312,12360,760290219849637889
4147,930,760252756032651264
6004,1944,760190180481531904
0,34,760153949710192640
6255,2250,759943073749200896
15465,6089,759923798737051648
7074,2131,759846353224826880
6285,2043,759793422261743616
0,22700,759566828574212096
4949,1263,759557299618865152
8950,2629,759447681597108224
1761,521,759446261539934208
6377,2092,759197388317847553
0,1246,759159934323924993
15306,4487,759099523532779520
6855,2175,759047813560868866
3739,959,758854675097526272
11764,4116,758828659922702336
6035,1727,758740312047005698
4027,1068,758474966123810816
5059,2393,758467244762497024
5478,2075,758405701903519748
3615,1164,758355060040593408
20214,10829,758099635764359168
2852,402,758041019896193024
7252,3495,757741869644341248
0,8703,757729163776290825
4780,1304,757725642876129280
4802,1200,757611664640446465
0,314,757597904299253760
4580,1137,757596066325864448
15935,7348,757400162377592832
6137,1878,757393109802180609
4754,1531,757354760399941633
6603,2129,756998049151549440
7000,2161,756939218950160384
5327,1405,756651752796094464
10938,3876,756526248105566208
4151,1162,756303284449767430
45086,18764,756288534030475264
6760,1631,756275833623502848
7719,3104,755955933503782912
17322,5788,755206590534418437
22343,11889,755110668769038337
0,8592,754874841593970688
7233,2714,754856583969079297
2703,557,754747087846248448
5576,2094,754482103782404096
3936,786,754449512966619136
8243,2507,754120377874386944
6147,2330,753655901052166144
8337,3829,753420520834629632
6075,2065,753398408988139520
8026,2500,753375668877008896
0,6175,753298634498793472
3568,1118,753294487569522689
39056,22474,753039830821511168
4093,1047,753026973505581056
13292,7333,752932432744185856
7249,1687,752917284578922496
0,3103,752701944171524096
6287,1721,752682090207055872
4634,1687,752660715232722944
5804,2453,752568224206688256
7745,3700,752519690950500352
4013,1182,752334515931054080
0,17916,752309394570878976
6253,1979,752173152931807232
3229,999,751950017322246144
5477,1443,751937170840121344
6098,2102,751830394383790080
6165,3119,751793661361422336
8302,3260,751598357617971201
4619,1189,751583847268179968
5292,1355,751538714308972544
3365,1071,751456908746354688
13125,6295,751251247299190784
6618,1963,751205363882532864
5329,1394,751132876104687617
5013,1483,750868782890057730
13862,5399,750719632563142656
4661,1231,750506206503038976
13836,4605,750429297815552001
4782,1218,750383411068534784
726,30,750381685133418496
3256,1030,750147208377409536
3817,1365,750132105863102464
4548,1390,750117059602808832
3187,903,750101899009982464
2280,581,750086836815486976
8256,3576,750071704093859840
3296,956,750056684286914561
3330,663,750041628174217216
2844,841,750026558547456000
3406,970,750011400160841729
3187,866,749996283729883136
5357,2618,749981277374128128
4881,1402,749774190421639168
6396,1778,749417653287129088
2756,581,749403093750648834
9024,3708,749395845976588288
5743,2366,749317047558017024
6039,2216,749075273010798592
5018,1620,749064354620928000
3253,838,749036806121881602
11248,3635,748977405889503236
6123,2417,748932637671223296
2899,1013,748705597323898880
4961,1705,748699167502000129
4446,1418,748692773788876800
6350,2118,748575535303884801
2285,716,748568946752774144
5475,1324,748346686624440324
8052,4395,748337862848962560
3873,816,748324050481647620
3840,759,748307329658011649
14821,8326,748220828303695873
6054,2286,747963614829678593
6933,2720,747933425676525569
3083,1050,747885874273214464
2944,801,747844099428986880
5073,1240,747816857231626240
1445,165,747651430853525504
13505,6232,747648653817413632
2428,586,747600769478692864
3865,1120,747594051852075008
5800,1693,747512671126323200
4043,1097,747461612269887489
5680,2055,747439450712596480
0,3069,747242308580548608
5523,1683,747219827526344708
3535,981,747204161125646336
10018,4251,747103485104099331
3013,315,746906459439529985
6276,2290,746872823977771008
5552,1837,746818907684614144
5105,1695,746790600704425984
10017,4161,746757706116112384
6314,1910,746726898085036033
5266,1993,746542875601690625
0,1048,746521445350707200
4848,1150,746507379341139972
6453,1751,746369468511756288
7227,2347,746131877086527488
3708,865,746056683365994496
4210,1135,745789745784041472
7303,2469,745712589599014916
7409,2702,745433870967832576
8969,2583,745422732645535745
7502,2955,745314880350101504
8191,3757,745074613265149952
7545,2419,745057283344719872
3107,660,744995568523612160
8235,2869,744971049620602880
5842,1657,744709971296780288
7066,2272,744334592493166593
163700,83248,744234799360020481
1759,393,744223424764059648
4347,1154,743980027717509120
3804,1016,743895849529389061
0,2212,743835915802583040
4671,1465,743609206067040256
19263,6989,743595368194129920
3673,991,743545585370791937
8257,3935,743510151680958465
4418,1295,743253157753532416
6466,2022,743222593470234624
4009,1452,743210557239623680
7355,3775,742534281772302336
4618,2119,742528092657332225
7579,4136,742465774154047488
10259,4032,742423170473463808
7103,2110,742385895052087300
4536,1464,742161199639494656
5358,1654,742150209887731712
4759,1601,741793263812808706
8527,2932,741743634094141440
3830,884,741438259667034112
9150,3433,741303864243200000
10468,5902,741099773336379392
9862,3276,741067306818797568
6676,2941,740995100998766593
3552,992,740711788199743490
2957,828,740699697422163968
18935,7210,740676976021798912
36338,14119,740373189193256964
2583,461,740365076218183684
3437,909,740359016048689152
6976,2088,740214038584557568
20812,6287,739979191639244800
4223,1145,739932936087216128
3957,906,739844404073074688
3963,1446,739623569819336705
5597,1757,739606147276148736
41374,22700,739544079319588864
7488,3122,739485634323156992
120913,61635,739238157791694849
112,6,738891149612572673
3928,1209,738885046782832640
3470,857,738883359779196928
5308,1653,738537504001953792
3386,892,738402415918125056
4491,1280,738184450748633089
9167,3606,738166403467907072
2639,694,738156290900254721
5494,1864,737826014890496000
10420,3670,737800304142471168
5249,1413,737678689543020544
10710,4729,737445876994609152
3759,858,737322739594330112
15302,7870,737310737551491075
4484,1838,736736130620620800
18497,7863,736392552031657984
4158,1324,736365877722001409
8466,2932,736225175608430592
8221,3154,736010884653420544
3745,1220,735991953473572864
4168,1168,735648611367784448
6435,2487,735635087207878657
13553,5383,735274964362878976
3479,940,735256018284875776
3256,1026,735137028879360001
2848,546,734912297295085568
13082,6670,734787690684657664
2616,576,734776360183431168
